VF_number,CDS_number,Plk1_rpkm,Plk2_rpkm,Plk3_rpkm,Plk_rpkm_mean,Plk_rpkm_std,Swt1_rpkm,Swt2_rpkm,Swt3_rpkm,Swt_rpkm_mean,Swt_rpkm_std,Vnt1_rpkm,Vnt2_rpkm,Vnt3_rpkm,Vnt_rpkm_mean,Vnt_rpkm_std,Plk-vs-Swt_log2fc,Plk-vs-Swt_padj,Vnt-vs-Plk_log2fc,Vnt-vs-Plk_padj,Vnt-vs-Swt_log2fc,Vnt-vs-Swt_padj,Description,KO_number,Pathways
VF_0832,c1cds822,34.1000322863,20.705097619,16.4501488727,23.7517595927,9.21092872704,18.3650751185,12.2710706309,17.4000573567,16.012067702,3.27553188575,134.205504898,44.2937022994,31.7575898258,70.0855990078,55.8821105323,0.709636,0.166630269445,0.581891,0.323329676848,1.291528,0.00565188779701,hypothetical protein,,
VF_0833,c1cds823,284.702543879,475.990240483,406.099232932,388.930672431,96.7926408375,362.168053685,14.7288502798,9.97131250572,128.956072157,201.981508529,172.084974031,91.1708854231,94.696700249,119.317519901,45.7319473024,1.643947,0.123815820562,-2.26265,0.0429206226102,-0.618704,0.578021664726,ferrous ion transport protein A,K04758,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Other transporters'))]"
VF_0834,c1cds824,278.103546364,554.912742233,460.831535198,431.282607932,140.750442473,363.149184007,28.7130106657,25.9595698436,139.273921506,193.886552471,242.221018218,170.337423133,143.926879511,185.495106954,50.8699416178,1.736523,0.057861450338,-1.892425,0.0556890094682,-0.155902,0.875546606046,bifunctional ferrous iron transporter%2C protein B%2F GTP-binding protein%2Fmembrane protein,K04759,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Other transporters'))]"
VF_0835,c1cds825,227.451589591,582.51163082,462.867516817,424.276912409,180.64837193,120.616535383,33.0376294471,13.2540491331,55.636071321,57.1374924613,193.754933724,222.683503021,239.331171819,218.589869521,23.0622363649,2.9621,8.26771082126e-05,-1.59888,0.0712299903591,1.363219,0.0870314177803,hypothetical protein,K10123,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Other transporters'))]"
VF_0836,c1cds826,126.396932235,33.2365816132,49.5354137095,69.7229758526,49.7530499663,556.656923157,115.069142811,216.220039598,295.982035189,231.346977272,83.3253558466,57.6577779994,70.9217840163,70.6349726208,12.8361923372,-1.833097,0.00633188009022,-0.656821,0.45617148475,-2.489917,0.000110241606709,phosphate acetyltransferase,K13788,"[('PATH:ko00620', ('Metabolism', 'Carbohydrate Metabolism', 'Pyruvate metabolism')), ('PATH:ko00640', ('Metabolism', 'Carbohydrate Metabolism', 'Propanoate metabolism')), ('PATH:ko00720', ('Metabolism', 'Energy Metabolism', 'Carbon fixation pathways in prokaryotes')), ('PATH:ko00680', ('Metabolism', 'Energy Metabolism', 'Methane metabolism')), ('PATH:ko00430', ('Metabolism', 'Metabolism of Other Amino Acids', 'Taurine and hypotaurine metabolism'))]"
VF_0837,c1cds827,432.238742437,599.68340287,965.19447035,665.705538552,272.542920985,602.604820679,356.166394416,445.22701712,467.999410738,124.787462984,221.954497118,649.70454102,755.501212199,542.386750112,282.499301729,0.702957,0.37057694106,-0.892018,0.293112390412,-0.189062,0.814923917943,acetate kinase,K00925,"[('PATH:ko00620', ('Metabolism', 'Carbohydrate Metabolism', 'Pyruvate metabolism')), ('PATH:ko00640', ('Metabolism', 'Carbohydrate Metabolism', 'Propanoate metabolism')), ('PATH:ko00720', ('Metabolism', 'Energy Metabolism', 'Carbon fixation pathways in prokaryotes')), ('PATH:ko00680', ('Metabolism', 'Energy Metabolism', 'Methane metabolism')), ('PATH:ko00430', ('Metabolism', 'Metabolism of Other Amino Acids', 'Taurine and hypotaurine metabolism'))]"
VF_0838,c1cds828,2167.52029181,1210.38581906,1061.14482173,1479.6836442,600.339619852,293.576318306,589.19697034,485.004640278,455.925976308,149.94021809,5672.31408115,1090.30731253,1302.18842889,2688.26994086,2586.42861399,1.758179,0.00251832845944,-0.126289,0.892447299481,1.631889,0.00461294871637,hypothetical protein,K09899,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_0839,c1cds829,81.2031864655,152.963133753,236.952310448,157.039543555,77.954539592,281.670864328,143.706627336,156.349490033,193.908993899,76.2664403275,57.5374574566,169.732978102,147.298231824,124.856222461,59.3691127726,-0.049066,0.958737105324,-0.960828,0.259558684141,-1.009894,0.162061079332,arginyl-tRNA synthetase,K01887,"[('BR:ko01007', ('Metabolism', 'Amino Acid Metabolism', 'Amino acid related enzymes')), ('PATH:ko00970', ('Genetic Information Processing', 'Translation', 'Aminoacyl-tRNA biosynthesis'))]"
VF_0840,c1cds830,37.9995811756,51.0523717746,60.0646452211,49.7055327238,11.0940184066,46.5322925528,25.0492224451,31.0998055036,34.2271068339,11.0777066905,65.7208946048,53.0575719907,47.7077784212,55.4954150056,9.25069714051,0.746116,0.115094180428,-0.642158,0.238938310328,0.103958,0.844276615466,hypothetical protein,K09907,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_0841,c1cds831,12.4192061835,6.22663147817,6.14819562758,8.26467776307,3.59814088699,42.1908686893,29.1934054969,29.9624597191,33.7822446351,7.2922273664,24.5476792987,14.4504427365,14.157688581,17.7186035387,5.91596425364,-1.846069,1.1114420886e-06,0.292805,0.609420207867,-1.553264,7.88179427154e-05,dehydrogenase,,
VF_0842,c1cds832,21.2896146858,21.5297095077,15.7477829658,19.5223690531,3.27109102272,122.310035137,130.097948609,107.144927262,119.850970336,11.6724267835,90.2686509043,47.1139005731,40.8624298229,59.4149937668,26.9022553089,-2.411576,3.07197046447e-17,0.707197,0.0469380400398,-1.704378,8.56674934288e-09,O-methyltransferase,,
VF_0843,c1cds833,24.88414808,27.6624556899,20.3230036283,24.2898691327,3.70563958604,140.535849533,60.0325307141,67.4275385586,89.3319729352,44.4977445409,190.727512884,66.1622050466,43.0668503792,99.9855227701,79.4287758261,-1.617577,0.00188568152319,0.992319,0.104107525346,-0.625258,0.264104114622,lipoprotein,,
VF_0844,c1cds834,33.3821984723,22.4388962903,26.940147008,27.5870805902,5.50025980807,71.0975118841,50.024297311,67.5696622473,62.8971571474,11.2869092776,35.3679640925,98.2160978769,61.8807821818,65.1549480504,31.5517369039,-0.974002,0.0934258899854,0.571714,0.421564451658,-0.402288,0.505050065213,hypothetical protein,,
VF_0845,c1cds835,37.7966613342,30.5063066116,30.57563586,32.9595346019,4.18921805402,24.1465341443,19.0686008087,23.7412202517,22.3187850682,2.82202819413,16.8573035786,72.1511088723,48.0103635305,45.6729253271,27.7209115828,0.71214,0.309959827246,-0.133898,0.892559353839,0.578242,0.392830981973,1-acyl-sn-glycerol-3-phosphate acyltransferase,K00655,"[('PATH:ko00561', ('Metabolism', 'Lipid Metabolism', 'Glycerolipid metabolism')), ('PATH:ko00564', ('Metabolism', 'Lipid Metabolism', 'Glycerophospholipid metabolism')), ('BR:ko01004', ('Metabolism', 'Lipid Metabolism', 'Lipid biosynthesis proteins'))]"
VF_0846,c1cds836,68.3975014153,80.927245819,59.3589007032,69.5612159792,10.8311611311,104.320871178,116.956741679,110.993801831,110.757138229,6.32125882063,252.887932977,118.871515193,123.429303174,165.062917115,76.0928276267,-0.475031,0.215967276987,0.346173,0.457268813419,-0.128858,0.753559501292,acyl carrier protein,K02078,"[(None, ('Unclassified', 'Metabolism', 'Lipid metabolism'))]"
VF_0847,c1cds837,213.428303023,81.496687972,72.2949997378,122.406663578,78.9612050448,198.667912295,157.414587366,225.436689325,193.839729662,34.2671139636,338.910207992,215.491760563,177.341945127,243.914637894,84.4509967859,-0.522179,0.326617176672,0.197859,0.778546221885,-0.32432,0.533357121528,acyl carrier protein,K02078,"[(None, ('Unclassified', 'Metabolism', 'Lipid metabolism'))]"
VF_0848,c1cds838,18.1052209629,16.5048485477,16.1526043914,16.9208913007,1.04067120074,42.2738170786,55.3710253835,32.4200962753,43.3549795791,11.5135993937,39.964730409,54.9919626362,60.4317729385,51.7961553279,10.6011719041,-1.148961,0.0236592299451,0.923978,0.109958525061,-0.224983,0.694498377532,DNA gyrase subunit B,,
VF_0849,c1cds839,8.59308710675,7.91386327801,6.95640655549,7.82111898008,0.822272421597,22.272208786,17.7521198952,12.6843049396,17.5695445403,4.79655869995,9.5812879314,14.3355116274,13.5458127688,12.4875374425,2.54766966806,-0.959891,0.0466699940594,0.0275,0.973319219385,-0.932392,0.0524336693057,AMP-%28fatty%29acid ligase,,
VF_0850,c1cds840,29.2852408598,16.7694762861,13.6335523135,19.8960898198,8.28103995458,24.0981212421,7.13612796058,22.2293793461,17.8212095162,9.30060616072,146.478729895,37.8344702937,31.6053259316,71.9728420402,64.5991180565,0.317789,0.696833539665,0.79835,0.324157723054,1.116139,0.0961774477102,AMP-%28fatty%29acid ligase,,
VF_0851,c1cds841,37.1757669157,29.6647095791,29.4034946111,32.081323702,4.41385002672,65.2210962732,39.0745429631,39.7497061768,48.0151151377,14.9046402663,42.4022955262,30.5185891935,35.4580341026,36.1263062741,5.96997150931,-0.387278,0.364115692056,-0.583603,0.196827755494,-0.97088,0.00934730844313,acyltransferase,,
VF_0852,c1cds842,72.034238012,36.6711730998,46.805652558,51.8370212233,18.2105077629,166.881133198,134.014198402,158.495829966,153.130387189,17.0777584265,9.48772066644,62.1881764968,70.0434469362,47.2397813665,32.9293164785,-1.311178,0.0968922627627,-0.620678,0.538289379273,-1.931855,0.0087588619572,phenylalanine and histidine ammonia-lyase,K01745,"[('PATH:ko00910', ('Metabolism', 'Energy Metabolism', 'Nitrogen metabolism')), ('PATH:ko00340', ('Metabolism', 'Amino Acid Metabolism', 'Histidine metabolism'))]"
VF_0853,c1cds843,53.2886744069,39.5294815078,40.6230007027,44.4803855392,7.64777161278,90.4931046961,116.681655363,93.2440408812,100.139600313,14.3917198909,85.2670321949,57.9445512341,82.0100739212,75.0738857834,14.9235559059,-0.985844,0.0154853936601,0.022802,0.97366238621,-0.963042,0.0176304159926,esterase,K07107,"[(None, ('Unclassified', 'Poorly Characterized', 'General function prediction only'))]"
VF_0854,c1cds844,58.5326223213,28.2050851853,28.5593737035,38.4323604034,17.4082387669,72.8370226433,61.0900411516,70.7786562403,68.2352400117,6.27292739678,83.0378287388,55.5232859467,51.4860381989,63.3490509615,17.1700559148,-0.669963,0.0940564237334,-0.059072,0.924206729028,-0.729035,0.0613315560192,hypothetical protein,,
VF_0855,c1cds845,24.773108716,15.4035459887,15.3979993938,18.5248846995,5.41112143748,26.3025965854,12.398335995,15.8878349577,18.196255846,7.23385933575,0.0,11.1376126858,9.69155564089,6.9430561089,6.05617794841,0.186509,0.871344374079,-1.729334,0.0787330719481,-1.542825,0.0780762241532,transporter,,
VF_0856,c1cds846,47.446997709,22.0897128699,23.6748289226,31.0705131672,14.2045796378,39.1203266917,31.2988068446,31.7269034273,34.0486789879,4.39738837204,125.152708386,26.5750632835,39.2707399098,63.6661705265,53.6259340686,0.014689,0.984468063569,0.066707,0.938703543286,0.081396,0.891438752912,phospho-N-acetylmuramoyl-pentapeptide-transferase,K01000,"[('PATH:ko00550', ('Metabolism', 'Glycan Biosynthesis and Metabolism', 'Peptidoglycan biosynthesis'))]"
VF_0857,c1cds847,34.1987507077,20.1668618193,25.6133656534,26.6596593934,7.07421546088,54.8570013176,59.5825696847,50.5532114663,54.9975941562,4.51632065059,42.4625260596,13.8868592516,18.3287875014,24.8927242709,15.3771301879,-0.865704,0.0326386282887,-1.001818,0.0249844906356,-1.867522,1.17594821951e-06,3-oxoacyl-ACP synthase,K00647,"[('PATH:ko00061', ('Metabolism', 'Lipid Metabolism', 'Fatty acid biosynthesis')), ('BR:ko01004', ('Metabolism', 'Lipid Metabolism', 'Lipid biosynthesis proteins'))]"
VF_0858,c1cds848,44.7716258173,18.2661541743,21.8591987456,28.2989929124,14.3783941536,69.9440802067,65.0602399303,74.4143597826,69.8062266399,4.67858336005,0.0,14.7112256734,18.3361763539,11.0158006758,9.710610962,-1.096796,0.14798310512,-1.610733,0.0478182688795,-2.707529,0.000101273135493,3-hydroxylacyl-ACP dehydratase,,
VF_0859,c1cds849,76.6986287214,49.2613462621,57.1626213772,61.0408654535,14.1237990649,134.484355395,156.764113864,183.974836108,158.407768455,24.7861477566,128.159624107,56.5826392413,67.071972675,83.9380786745,38.6544349242,-1.19365,0.000580169058164,-0.395424,0.387700072226,-1.589074,3.59047157755e-06,3-ketoacyl-ACP reductase,K00059,"[('PATH:ko00061', ('Metabolism', 'Lipid Metabolism', 'Fatty acid biosynthesis')), ('PATH:ko01040', ('Metabolism', 'Lipid Metabolism', 'Biosynthesis of unsaturated fatty acids')), ('BR:ko01004', ('Metabolism', 'Lipid Metabolism', 'Lipid biosynthesis proteins'))]"
VF_0860,c1cds850,66.3252839793,37.9870239446,49.0091288806,51.1071456015,14.2851496691,147.541728337,172.230577385,172.594061284,164.122122335,14.3601925123,43.5343956495,41.777874527,34.862313403,40.0581945265,4.58467306367,-1.50138,7.23247147952e-06,-1.077984,0.00478941766199,-2.579364,4.86938794764e-15,3-oxoacyl-ACP synthase,K09458,"[('PATH:ko00061', ('Metabolism', 'Lipid Metabolism', 'Fatty acid biosynthesis')), ('BR:ko01004', ('Metabolism', 'Lipid Metabolism', 'Lipid biosynthesis proteins'))]"
VF_0861,c1cds851,2540.88295923,1600.20454363,1631.61093799,1924.23281362,534.265516352,1015.61106389,857.507692136,705.762312623,859.627022884,154.935247242,2552.5716341,2357.59461437,3124.60992541,2678.25872463,398.65530899,1.301586,0.0022429509578,-0.219328,0.730970530841,1.082258,0.0109365644234,heat shock protein HslJ,K03668,"[(None, ('Unclassified', 'Genetic Information Processing', 'Protein folding and associated processing'))]"
VF_0862,c1cds852,3300.29984171,6284.82005083,5745.47820568,5110.19936607,1590.44793147,3266.5862277,5472.64883842,6743.64510893,5160.96005835,1759.35983744,7678.3205187,5771.19951967,5616.61706145,6355.37903327,1148.30508337,0.190208,0.768777164407,-0.509229,0.431145716706,-0.319021,0.562445990996,50S ribosomal protein L25,K02897,"[('PATH:ko03010', ('Genetic Information Processing', 'Translation', 'Ribosome')), ('BR:ko03011', ('Genetic Information Processing', 'Translation', 'Ribosome'))]"
VF_0863,c1cds853,236.733498321,194.439998198,199.470987588,210.214828036,23.103194992,87.5462710001,116.274937772,90.2801697994,98.0337928573,15.8563260727,478.929448853,230.424068792,176.419072852,295.257530166,161.340215638,1.25623,0.000117910153276,-0.42315,0.312713341371,0.833081,0.0133265337348,hypothetical protein,,
VF_0864,c1cds854,3.58667983586,3.62317305728,5.15090732085,4.12025340466,0.892758959636,13.4432813462,6.90494904967,5.60127641626,8.64983560404,4.20211043954,17.5462542465,5.92956814512,5.27288046382,9.58290095183,6.90427812665,-0.826822,0.155799513275,0.184602,0.82731714458,-0.642219,0.272745233932,ATP-dependet helicase,,
VF_0865,c1cds855,59.8851574338,30.9039428395,31.2048360557,40.664645443,16.6461315348,17.2042952656,19.4226008959,17.9908758582,18.2059240065,1.12467961971,39.1050239991,45.1871941041,55.5528984736,46.6150388589,8.31638137445,1.270055,0.00876894630287,-0.443704,0.487330502919,0.826351,0.0951009369206,hydrolase,K01005,"[(None, ('Unclassified', 'Metabolism', 'Others'))]"
VF_0866,c1cds856,1.45127693358,0.571556792301,0.992480819757,1.00510484855,0.439995916256,0.708351594417,0.777355986991,0.561347963285,0.682351848231,0.110326137781,29.893618346,1.71086105979,2.04168772168,11.2153890425,16.1766668076,0.574539,0.647295412204,1.922059,0.0906781068985,2.496598,0.0130849167881,hypothetical protein,,
VF_0867,c1cds857,6.61006700519,3.52414224099,4.06836773281,4.73419232633,1.64718690639,1.60911600174,3.27947057012,3.03613682065,2.64157446417,0.902375025081,0.0,7.40276420102,13.2513385782,6.88470092641,6.64084224297,0.89301,0.382489992699,0.149156,0.916472984576,1.042166,0.277638213159,lipoprotein,,
VF_0868,c1cds858,27.8252344409,26.5620812851,30.9917060493,28.4596739251,2.2819463145,30.7373995434,33.523476939,31.9517255888,32.0708673571,1.39685463962,0.0,59.5746261892,33.5420125705,31.0388795865,29.8660890886,0.017305,0.98912296316,-0.391938,0.768422005143,-0.374632,0.712761212482,hypothetical protein,,
VF_0869,c1cds859,9.46993272988,5.64266527093,4.4373806791,6.51665955997,2.62765000503,9.43264112973,9.2806786202,8.37725914596,9.0301929653,0.570539289096,0.0,14.028561897,7.81258056765,7.28038082155,7.02940713373,-0.30627,0.739864179152,-0.175871,0.882492098794,-0.482141,0.565324902342,hypothetical protein,K09982,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_0870,c1cds860,0.809819727337,0.875289852084,0.676877935767,0.78732917173,0.1010999058,7.84378859786,2.93034717609,3.63700578306,4.80371385234,2.65638522065,0.0,4.31874052117,1.1223937737,1.81371143162,2.24083020339,-2.179208,0.0152797539423,0.703648,0.586763861513,-1.475559,0.119863175216,acetyltransferase,,
VF_0871,c1cds861,6.36173299616,9.09438431949,8.4414259895,7.96584776838,1.42705178499,36.0143952907,19.9063259652,15.7006854372,23.873802231,10.7222830099,0.0,27.3440698191,12.8592486338,13.401106151,13.680085736,-1.245283,0.172089068059,0.180849,0.892897327104,-1.064434,0.233656537901,TetR family transcriptional regulator,,
VF_0872,c1cds862,8.90082851828,4.07411349884,4.01482019302,5.66325407005,2.80397845123,5.35654304869,3.75829134206,5.04517281051,4.72000240042,0.84729214332,48.3815448437,11.0589897312,8.09925707774,22.5132638842,22.4514136346,0.392717,0.602729243267,0.890213,0.233602133079,1.28293,0.0406029926575,methyl-accepting chemotaxis protein,,
VF_0873,c1cds863,14.3884249229,9.76963354282,6.92428478901,10.3607810849,3.76701984958,148.259636041,45.0143350607,38.1847161072,77.1528957362,61.6748515305,72.4167111094,31.5457770161,23.9779604523,42.6468161926,26.0576849395,-2.59005,1.62487510567e-05,1.061792,0.157879088839,-1.528258,0.0150042492425,hypothetical protein,,
VF_0874,c1cds864,6.47345895375,3.42934075381,5.05381680587,4.98553883781,1.52320724608,2.5500657399,3.38149854341,10.7357797978,5.55578136038,4.50523118004,0.0,8.79871402179,8.98342597539,5.92737999906,5.13409240922,0.018656,0.988744563002,-0.175431,0.905685831999,-0.156775,0.881930686254,preprotein translocase subunit SecF,K03074,"[('PATH:ko03060', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'Protein export')), ('PATH:ko03070', ('Environmental Information Processing', 'Membrane Transport', 'Bacterial secretion system')), ('BR:ko02044', ('Environmental Information Processing', 'Membrane Transport', 'Secretion system'))]"
VF_0875,c1cds865,1.69600403423,1.1844762472,1.33381792995,1.40476607046,0.263040677854,2.0970935361,1.89864085638,6.85527734768,3.61700391339,2.80618192442,25.1981569117,5.42683841804,3.67705272243,11.4340160174,11.9521595711,-1.091922,0.176410209678,1.792851,0.0300931399264,0.700929,0.383998546524,preprotein translocase subunit SecD,K03072,"[('PATH:ko03060', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'Protein export')), ('PATH:ko03070', ('Environmental Information Processing', 'Membrane Transport', 'Bacterial secretion system')), ('BR:ko02044', ('Environmental Information Processing', 'Membrane Transport', 'Secretion system'))]"
VF_0876,c1cds866,8.83311747286,10.4891847079,15.1017002124,11.4746674644,3.24840954749,30.7183198417,16.0248245363,13.7592971448,20.1674805076,9.20724234399,225.454663503,43.6249089069,35.9291414709,101.669571294,107.270070379,-0.558684,0.477384248004,1.923569,0.00682029595799,1.364885,0.0401124800745,hypothetical protein,,
VF_0877,c1cds867,153.252871381,46.2875836017,48.4521940806,82.6642163543,61.1411485699,7.54675912264,5.5598971255,5.85511948459,6.32059191091,1.07210241286,68.0525252081,37.8752590342,63.4816149224,56.4697997216,16.2647168048,3.678166,5.69349904659e-12,-1.200652,0.0615086421355,2.477514,6.82474176777e-06,LysR family transcriptional regulator,,
VF_0878,c1cds868,4.70514855989,3.78018109029,4.70799903502,4.3977762284,0.534854977789,23.103081181,20.4139954797,18.9272944393,20.8147903667,2.11654816486,21.5371890101,10.9350012158,12.1795204146,14.8839035468,5.7954173793,-2.025996,2.85126909716e-09,0.883543,0.0369267947225,-1.142453,0.00181522863558,EmrKY-TolC multidrug resistance efflux pump%2C membrane fusion protein component,K03543,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Other transporters'))]"
VF_0879,c1cds869,1.64137618893,1.95067837822,2.06889112339,1.88698189684,0.220760472233,11.6400472678,8.64699356316,9.933966766,10.073669199,1.50140940355,0.0,6.07589100287,4.8748161894,3.65023573076,3.21773380572,-2.069013,0.00440736991084,0.448728,0.672694718064,-1.620285,0.0291010740085,multidrug efflux system protein,K03446,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters'))]"
VF_0880,c1cds870,28.5217359288,62.6584334539,95.0247593385,62.0683095737,33.255438883,72.0257929727,50.9085474034,48.102743024,57.0123611334,13.0774801185,160.598694305,118.876242635,99.695177048,126.390037996,31.1392428317,0.357517,0.597794636182,0.142655,0.869163525774,0.500172,0.404710089826,16S rRNA pseudouridylate 516 synthase,K06183,"[('BR:ko03009', ('Genetic Information Processing', 'Translation', 'Ribosome Biogenesis'))]"
VF_0881,c1cds871,9.27711394111,14.6194843702,16.3431886757,13.413262329,3.68423421463,18.8321086202,18.5347192421,16.023551937,17.7967932664,1.54285408246,0.0,12.311633426,8.68479105491,6.99880816031,6.32660913482,-0.174739,0.870903434318,-1.357169,0.152979953933,-1.531908,0.0605288527407,bicyclomycin%2Fmultidrug efflux system protein,K07552,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters'))]"
VF_0882,c1cds872,28.4669669792,29.629050896,25.3182708541,27.8047629098,2.23037929838,43.3202247114,36.7531855964,45.3467765495,41.8067289524,4.4922659568,232.103534514,50.146855796,35.0774542491,105.775948187,109.662053675,-0.381508,0.576490668733,0.802526,0.24253543032,0.421018,0.495858576622,hypothetical protein,,
VF_0883,c1cds873,144.742602368,79.539673149,66.5110929052,96.9311228073,41.9152616491,19.1520010091,20.4358969969,16.2802579788,18.6227186616,2.12777789363,135.173845951,39.6719564132,53.9285706943,76.2581243529,51.5180497619,2.462471,1.10133809357e-08,-1.21623,0.0144678689174,1.246242,0.00588767024812,hypothetical protein,,
VF_0884,c1cds874,22.1732336951,18.8881658706,26.9690805463,22.676826704,4.06392666493,33.1565467297,22.9562939908,15.5059844769,23.8729417325,8.86091244015,21.6862186662,67.0214544628,49.9028583759,46.2035105016,22.8928980736,0.120085,0.886351338276,0.370843,0.678482476787,0.490928,0.473192322919,ABC transporter ATP-binding protein,K02003,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters'))]"
VF_0885,c1cds875,11.3453961801,9.82581588231,12.2128398391,11.1280173005,1.20826777888,11.6514311771,5.55933071381,5.71298507866,7.64124898986,3.47376932124,15.9883349956,10.5546920952,7.48785228,11.3436264569,4.30480715824,0.728204,0.111683399029,-0.829306,0.0984837908074,-0.101103,0.844276615466,ABC transporter permease,K02004,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters'))]"
VF_0886,c1cds876,26.4685463823,22.6941667531,20.8978247476,23.3535126277,2.84328817033,17.6851150077,9.16614947228,12.1575361032,13.0029335277,4.32194586411,68.9391599556,27.2019066516,22.6005004485,39.5805223519,25.5292075126,1.015516,0.0158345474373,-0.19569,0.752962747668,0.819826,0.0538318485245,hypothetical protein,,
VF_0887,c1cds877,102.937555211,143.777125729,142.172161404,129.628947448,23.129349154,120.179338395,172.439072206,144.770613769,145.796341456,26.1449618945,164.88320824,256.724880401,212.218245953,211.275444865,45.9280942534,0.030574,0.963613132063,-0.028258,0.97366238621,0.002316,0.99709538921,pH-dependent sodium%2Fproton antiporter,K03313,"[('PATH:ko00680', ('Metabolism', 'Energy Metabolism', 'Methane metabolism'))]"
VF_0888,c1cds878,432.311569306,309.249995844,307.601968205,349.721177785,71.5301235663,1031.1947572,795.447445217,776.717998575,867.786733663,141.825014223,313.100242028,534.560275201,667.647159461,505.102558897,179.099684402,-1.097915,0.0468880035461,-0.1016,0.905685831999,-1.199515,0.0240357281645,trans-2-enoyl-CoA reductase,K00540,"[(None, ('Unclassified', 'Metabolism', 'Others'))]"
VF_0889,c1cds879,63.9350188655,64.8044539506,91.4476240833,73.3956989665,15.6394686502,30.1144127038,14.466303929,15.0843503503,19.888355661,8.86141508598,49.2898341712,36.8573582018,33.9007506728,40.0159810153,8.16631166979,2.055089,1.35400077197e-06,-1.660903,0.00038075957928,0.394186,0.418930406584,hypothetical protein,K07085,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters'))]"
VF_0890,c1cds880,223.61556221,128.015731548,112.321879856,154.651057871,60.2382883989,254.101010872,255.599948677,259.065274533,256.255411361,2.54621325125,314.222692841,445.559879086,309.385292825,356.389288251,77.2618651871,-0.566419,0.237191838267,0.493379,0.36859497784,-0.07304,0.882810314892,glutaredoxin,K03674,"[('BR:ko03110', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'Chaperones and folding catalysts'))]"
VF_0891,c1cds881,80.5226344269,86.512914471,86.0110471189,84.3488653389,3.32310095456,111.398195237,54.7954429991,75.0753832016,80.423007146,28.6777910869,190.754732452,270.537382619,288.156380719,249.816165264,51.9018006218,0.271413,0.667063629049,0.841455,0.157857742367,1.112868,0.027751841589,DNA-binding transcriptional regulator HexR,,
VF_0892,c1cds882,31.4870783036,72.6309965764,88.6198058133,64.2459602311,29.474883614,74.8907308422,43.4071043831,43.0998459037,53.799227043,18.2664241527,44.3221987338,92.4226233356,69.8011304118,68.8486508271,24.0643538193,0.482877,0.5262447445,-0.605702,0.46953360372,-0.122825,0.86500681901,glutamate decarboxylase,K01580,"[('PATH:ko00650', ('Metabolism', 'Carbohydrate Metabolism', 'Butanoate metabolism')), ('PATH:ko00250', ('Metabolism', 'Amino Acid Metabolism', 'Alanine, aspartate and glutamate metabolism')), ('PATH:ko00410', ('Metabolism', 'Metabolism of Other Amino Acids', 'beta-Alanine metabolism')), ('PATH:ko00430', ('Metabolism', 'Metabolism of Other Amino Acids', 'Taurine and hypotaurine metabolism')), ('PATH:ko04940', ('Human Diseases', 'Metabolic Diseases', 'Type I diabetes mellitus'))]"
VF_0893,c1cds883,31.5582380295,60.0886680327,51.7547131078,47.8005397233,14.6704796925,138.035356754,126.524915251,109.315129692,124.625133899,14.4540560919,111.445506992,173.337238953,133.246988152,139.343244699,31.3929909247,-1.124642,0.0330453729887,0.772943,0.213852016077,-0.351698,0.534928740398,hypothetical protein,,
VF_0894,c1cds884,5.95787372734,11.6168918035,8.85397362889,8.80957971992,2.82977022229,14.4503725261,10.4943058244,6.94668104565,10.630453132,3.75369798006,4.98226972433,41.9771981456,31.9524128443,26.3039602381,19.1333464103,-0.04379,0.967903735107,0.899909,0.367864424876,0.856119,0.311709354437,transporter,,
VF_0895,c1cds885,27.9554327304,22.3797886856,20.606018387,23.6470799343,3.83510014598,61.5782920146,50.2000343547,46.1335075346,52.637277968,8.00565170562,152.865093815,44.2792426421,40.6680330276,79.2707898281,63.7601081646,-0.955363,0.031304737087,0.730189,0.15425531138,-0.225174,0.646703543703,hypothetical protein,,
VF_0896,c1cds886,49.430710595,123.762458276,79.081319454,84.0914961082,37.4182920628,74.3010226001,125.848381751,89.3144705869,96.4879583127,26.5118228999,1893.26249524,219.705984056,163.626687409,758.86505557,982.817066007,0.014427,0.989319192025,1.840234,0.0311829438415,1.854661,0.015157519062,DNA transformation protein TfoX1 %28Sxy%29,K07343,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Cell motility and secretion'))]"
